review_text,clean_text_v2,sentiment,cluster12,cluster_label
Very good app,very good app,Positive,2,General positive
Good app but there are some problems which need to be solved.,good app but there are some problems which need to be solved,Positive,2,General positive
Nice and useful,nice and useful,Positive,3,Ease of use
"Really nicely made and very useful app and always a looker for others! Recently however, it always shows some phantom alarm clocks I did not set...",really nicely made and very useful app and always a looker for others recently however it always shows some phantom alarm clocks i did not set,Positive,4,Reminders & notifications
There is a limit to the attachments that can be made.Not a substitute for wunderlist,there is a limit to the attachments that can be made not a substitute for wunderlist,Negative,0,Task management
"Shows tasks assigned to others in widget. A major missing feature for any serious projects, is some way to know if a task you're currently adding to a long list, already exists. Some kind of an automatic search through the existing tasks - at least the tasks in the current list - while typing in a new task. Other than that, this is great. Good job! _Task search in the web app is an extra step and not intuitive._ Using a separate search feature to check every new task you're adding, is absurd.",shows tasks assigned to others in widget a major missing feature for any serious projects is some way to know if a task you re currently adding to a long list already exists some kind of an automatic search through the existing tasks at least the tasks in the current list while typing in a new task other than that this is great good job task search in the web app is an extra step and not intuitive using a separate search feature to check every new task you re adding is absurd,Negative,0,Task management
"This app is very nice, it did help me",this app is very nice it did help me,Positive,2,General positive
"Hi im using Nexus 5X. As a gamer i definitely like it. However, nowadays while i'm checking/making task the app always crash/not responding. I only rate 4stars because of it. Kindly fix. Thanks!",hi im using nexus x as a gamer i definitely like it however nowadays while i m checking making task the app always crash not responding i only rate stars because of it kindly fix thanks,Positive,7,App stability & updates
"Its a to do list that can go everywhere with you and no writing! Can prioritize list as well great little app 11/2019 edit- hoping like other folks that they undo the changes. This app has gotten more difficult and counterintuitive with the last update. Used to be able to select multiple items to reschedule at one time. Can't do that anymore. Also used to be able to just type repeat everyday, repeat every Monday Wednesday and Friday etc. It now seems like only sometimes that works.",its a to do list that can go everywhere with you and no writing can prioritize list as well great little app edit hoping like other folks that they undo the changes this app has gotten more difficult and counterintuitive with the last update used to be able to select multiple items to reschedule at one time can t do that anymore also used to be able to just type repeat everyday repeat every monday wednesday and friday etc it now seems like only sometimes that works,Neutral,0,Task management
Enjoying it so far,enjoying it so far,Positive,3,Ease of use
"Love this app, it keep me so organized and help me keep track of my everyday activities",love this app it keep me so organized and help me keep track of my everyday activities,Positive,8,General task/app praise
"Good app.. Helps me focus on the things that I need to do first.. Too bad you have to pay for it.. But its unleashing my ""green thumb"" 👍🏼😊💚",good app helps me focus on the things that i need to do first too bad you have to pay for it but its unleashing my green thumb,Positive,8,General task/app praise
"beautiful widgets - in Month view, I would prefer colored bars with text inside, the same as for full day events. Syncing with MS Exchange: PROS: Calendar - far better then Samsung Calendar; CONS: Tasks - completely missing (five stars down)",beautiful widgets in month view i would prefer colored bars with text inside the same as for full day events syncing with ms exchange pros calendar far better then samsung calendar cons tasks completely missing five stars down,Neutral,10,Calendar integration
"Simply the best productivity app out there. It fully integrates with Outlook, Planner, etc. It's very customizable and easy to use. It used to be able to integrate with Cortana's reminders, but unfortunately, since Cortana's fate is still nebulous, this feature is not what it used to be. So it's lacking support for some digital personal assistant reminders. That's the only reason it's not 5 Stars for me.",simply the best productivity app out there it fully integrates with outlook planner etc it s very customizable and easy to use it used to be able to integrate with cortana s reminders but unfortunately since cortana s fate is still nebulous this feature is not what it used to be so it s lacking support for some digital personal assistant reminders that s the only reason it s not stars for me,Positive,8,General task/app praise
Love it just need galaxy watch face even paid (fair price),love it just need galaxy watch face even paid fair price,Positive,1,Premium / paywall friction
Never tried it yet,never tried it yet,Negative,3,Ease of use
Very user-friendly. The free version is good enough. I like it!,very user friendly the free version is good enough i like it,Positive,2,General positive
I would've switched to TickTick but there is no option to change to a 12 hour setting from a 24 hour. 😔,i would ve switched to ticktick but there is no option to change to a hour setting from a hour,Negative,10,Calendar integration
"First, there is no dark theme. Second, there is no portrait mode for tablets.",first there is no dark theme second there is no portrait mode for tablets,Negative,7,App stability & updates
"great app, loving the interaction with O365",great app loving the interaction with o,Positive,2,General positive
It doesn't ring to notify me,it doesn t ring to notify me,Negative,4,Reminders & notifications
"I kept getting empty screens when opening the app, so I pressed skip. Filled out the registry info and was taken to character creation where I couldn't see my character or the build options. I could select things like body or hair, but nothing appeared relating to that.",i kept getting empty screens when opening the app so i pressed skip filled out the registry info and was taken to character creation where i couldn t see my character or the build options i could select things like body or hair but nothing appeared relating to that,Negative,9,Sync & login issues
"Wonderful apps remind me of those important dates, such as credit card statements, utility bills that you don't want to miss.... simple to use, you can set up a reminder in less than 30 seconds. Highly recommended.",wonderful apps remind me of those important dates such as credit card statements utility bills that you don t want to miss simple to use you can set up a reminder in less than seconds highly recommended,Positive,4,Reminders & notifications
"Great functionality, though app forces you to login, or create an account.",great functionality though app forces you to login or create an account,Negative,7,App stability & updates
"All to do lists should embrace habit monitoring. Also, I like it when a pending task persists on the list until it's done or removed.",all to do lists should embrace habit monitoring also i like it when a pending task persists on the list until it s done or removed,Positive,5,Habit tracking
"You win, take my money. I have been using this app for many years and never bought the upgrade. I recently upgraded to the S10, and between Bixby, Google, and many planning apps, I just couldn't separate myself from this one. I simply have not found an app that's easier to add and complete tasks. Also the task widget is just hands down better than every other one out there. So fine, if you want to add fullscreen ads (and have the audacity to include sound) then take my money you can have it.",you win take my money i have been using this app for many years and never bought the upgrade i recently upgraded to the s and between bixby google and many planning apps i just couldn t separate myself from this one i simply have not found an app that s easier to add and complete tasks also the task widget is just hands down better than every other one out there so fine if you want to add fullscreen ads and have the audacity to include sound then take my money you can have it,Positive,8,General task/app praise
I really like the app. Maybe just work on improving the graphs a bit more,i really like the app maybe just work on improving the graphs a bit more,Neutral,2,General positive
For many years I used the franklin covey system and enjoyed it but I'm enjoying the planner pro giving me the same thing but at my fingertips and convenience to carry.,for many years i used the franklin covey system and enjoyed it but i m enjoying the planner pro giving me the same thing but at my fingertips and convenience to carry,Positive,5,Habit tracking
Easy to use and helps me stay on top of tasks,easy to use and helps me stay on top of tasks,Positive,5,Habit tracking
I love how simple the app is. I do wish it was more customizable. The background is just plain white. I'd like to add my own wallpaper to the background.,i love how simple the app is i do wish it was more customizable the background is just plain white i d like to add my own wallpaper to the background,Neutral,7,App stability & updates
Fun way to celebrate your accomplishments!,fun way to celebrate your accomplishments,Positive,5,Habit tracking
"Amazing,just amazing",amazing just amazing,Positive,3,Ease of use
"Top of my wish list is ability to copy and paste events. Other than that, great app.",top of my wish list is ability to copy and paste events other than that great app,Positive,8,General task/app praise
the app opens it self up whenever it wants to display an ad but the screen remains the same but i cant press anything. so it just opens up in the background all day long to display ads and make money when im not even using the app. this feature is ridiculous and it started happening every 5 minutes as opposed to every now and then so i just deleted the app.,the app opens it self up whenever it wants to display an ad but the screen remains the same but i cant press anything so it just opens up in the background all day long to display ads and make money when im not even using the app this feature is ridiculous and it started happening every minutes as opposed to every now and then so i just deleted the app,Negative,6,Ads friction
"The backup feature does not work. I am stuck having to copy over 1000 items in my lists manually. I understand syncing is a premium feature, but the backup feature is not and I wish I hadn't bothered with this app in the first place. Edit: In response to your comment, my problem isn't the fact that I want premium features for free, it is the fact that I downloaded this app knowing that it had a free backup feature built-in, which is the main reason I chose this app. Your response shows a lack of professionalism, and frankly, maturity. The premium features do not include a back-up feature, but rather a syncing feature, which doesn't suit my needs. Your app is not the value of a free coffee. The premium features cost $20.99 for a subscription, not a one-time fee. The app accepts donations, but it's also for profit. The description of the app and it's features are misleading, and this is why I am giving you a negative review.",the backup feature does not work i am stuck having to copy over items in my lists manually i understand syncing is a premium feature but the backup feature is not and i wish i hadn t bothered with this app in the first place edit in response to your comment my problem isn t the fact that i want premium features for free it is the fact that i downloaded this app knowing that it had a free backup feature built in which is the main reason i chose this app your response shows a lack of professionalism and frankly maturity the premium features do not include a back up feature but rather a syncing feature which doesn t suit my needs your app is not the value of a free coffee the premium features cost for a subscription not a one time fee the app accepts donations but it s also for profit the description of the app and it s features are misleading and this is why i am giving you a negative review,Negative,1,Premium / paywall friction
Actually like the new pomodoro statistics update but the bar chart has a flaw. I can't see the exact number of hours but rather an estimate because the exact hours aren't written onto the days like they were before. It'd be great if you could fix that otherwise love it.,actually like the new pomodoro statistics update but the bar chart has a flaw i can t see the exact number of hours but rather an estimate because the exact hours aren t written onto the days like they were before it d be great if you could fix that otherwise love it,Positive,10,Calendar integration
"The graphics are adorable, and the UI is clean. There were a few things that were a little confusing to find, but there's a wiki that answers a lot of questions as well as the FAQ. The only reason it doesn't work for me is because tasks feel more like currency than progression. Other task rpg apps either chart your progress or show it as a literal path, which feels more like moving forward. Cute app, but more for those who like armor building in MMOs.",the graphics are adorable and the ui is clean there were a few things that were a little confusing to find but there s a wiki that answers a lot of questions as well as the faq the only reason it doesn t work for me is because tasks feel more like currency than progression other task rpg apps either chart your progress or show it as a literal path which feels more like moving forward cute app but more for those who like armor building in mmos,Positive,8,General task/app praise
"Best app I've used to help me stick with habits. They change colors, ranging from deep red to light blue, to show the how well you are doing with the habit. The support features and articles help you customize the app in many ways to fit your needs.",best app i ve used to help me stick with habits they change colors ranging from deep red to light blue to show the how well you are doing with the habit the support features and articles help you customize the app in many ways to fit your needs,Positive,8,General task/app praise
"Pretty disappointed that the first wall I hit is having to login or register. I get the whole cloud saving thing but at least give me the option and let the risk fall on me for data loss. The app looked promising and I was really impressed with the bit of pixel art I got to see. However, I'm not sure I want to sign up and allow access to my details or habits just yet.",pretty disappointed that the first wall i hit is having to login or register i get the whole cloud saving thing but at least give me the option and let the risk fall on me for data loss the app looked promising and i was really impressed with the bit of pixel art i got to see however i m not sure i want to sign up and allow access to my details or habits just yet,Negative,7,App stability & updates
Some my tasks and habits dissappear. There aren't any in completed.,some my tasks and habits dissappear there aren t any in completed,Negative,0,Task management
"Very long time user. Latest updates are making things harder. Subtasks in recurring parent tasks are now automatically archived when completed and don't seem to reappear when parent task is due again. Example: I have a weekly todo titled ""Groceries"" with grocery items I need to buy as subtasks within that recurring parent task. Whereas before I could mark a subtask as complete and expect that same subtask to reappear next time when I go shopping again, it's now completely gone.",very long time user latest updates are making things harder subtasks in recurring parent tasks are now automatically archived when completed and don t seem to reappear when parent task is due again example i have a weekly todo titled groceries with grocery items i need to buy as subtasks within that recurring parent task whereas before i could mark a subtask as complete and expect that same subtask to reappear next time when i go shopping again it s now completely gone,Neutral,0,Task management
Good app but its not notifying me in my new phone LG but my old phone it does ring can someone tell me how to fix this problem ? The habitNow team helped me fix the problem it was the feature of battery optimizer on my phone thank you great app!,good app but its not notifying me in my new phone lg but my old phone it does ring can someone tell me how to fix this problem the habitnow team helped me fix the problem it was the feature of battery optimizer on my phone thank you great app,Positive,9,Sync & login issues
"I was excited to try this app, but like many others have said, the customization screen doesn't work. Let me know when it's fixed and I'll update and hopefully be able to start using it.",i was excited to try this app but like many others have said the customization screen doesn t work let me know when it s fixed and i ll update and hopefully be able to start using it,Negative,7,App stability & updates
We can easily close the recent apps and can use another applications in the deep focus mode.Please fix this issue.,we can easily close the recent apps and can use another applications in the deep focus mode please fix this issue,Positive,7,App stability & updates
"It's a wonderful app , good for setting reminders but I want 'already made plan' feature . That will be nice. Otherwise it's a nice offline app",it s a wonderful app good for setting reminders but i want already made plan feature that will be nice otherwise it s a nice offline app,Positive,8,General task/app praise
Amazing app....it's very helpful for me,amazing app it s very helpful for me,Positive,2,General positive
Works well with Office products,works well with office products,Positive,3,Ease of use
Would love this to work. It says it is working (ticks against my Google calendars). Shows a few. Doesn't show most. Disappointing.,would love this to work it says it is working ticks against my google calendars shows a few doesn t show most disappointing,Negative,10,Calendar integration
"Useful, easy to visualizer what's upcoming and plan my day. Just a pity not able to track my actual time spent to see where my time went. So I'm also looking at time tracking app while using this as a scheduler review thing.",useful easy to visualizer what s upcoming and plan my day just a pity not able to track my actual time spent to see where my time went so i m also looking at time tracking app while using this as a scheduler review thing,Positive,8,General task/app praise
this is a good app for me i love thousandage this app help all day energic,this is a good app for me i love thousandage this app help all day energic,Positive,2,General positive
"Fine app But still not install Due to hard working of todoist team, i give good rating",fine app but still not install due to hard working of todoist team i give good rating,Positive,7,App stability & updates
I really like the app/online portal but having everything in one does me no good w/o push notifications & I wish this had a widget so I didn't have to open the app to look at everything.i paid for this & I don't feel like I got my investment back as I maybe use the app once in a blue moon. It looks great but it just doesn't work to what I feel is it's full protein. I hope you add this & don't make me pay for it.,i really like the app online portal but having everything in one does me no good w o push notifications i wish this had a widget so i didn t have to open the app to look at everything i paid for this i don t feel like i got my investment back as i maybe use the app once in a blue moon it looks great but it just doesn t work to what i feel is it s full protein i hope you add this don t make me pay for it,Negative,7,App stability & updates
Not updated anymore. Unstable,not updated anymore unstable,Negative,9,Sync & login issues
I'm really enjoying the fun parts about this game and hope that it continues to grow. Downside is the glasses and headband can't come off the avatar. So my character is stuck with them for awhile.,i m really enjoying the fun parts about this game and hope that it continues to grow downside is the glasses and headband can t come off the avatar so my character is stuck with them for awhile,Positive,3,Ease of use
"Would like to assign priority rating to each task (A=do it soon, B=do it later, C=low priority, Z=take it off the list)",would like to assign priority rating to each task a do it soon b do it later c low priority z take it off the list,Negative,0,Task management
Simple. Intuitive. Effective.,simple intuitive effective,Positive,3,Ease of use
"sub tasks should be possible to leave unticked - for instance I might have put the bins out, but not replaced bin bags. on your apo, if I tick the main task, it assumes I have done the sub task.",sub tasks should be possible to leave unticked for instance i might have put the bins out but not replaced bin bags on your apo if i tick the main task it assumes i have done the sub task,Neutral,0,Task management
"Good, and the most important thing: it's free to use and the basic feature is more than enough for me Been using this for 3 years+, keep it up!",good and the most important thing it s free to use and the basic feature is more than enough for me been using this for years keep it up,Positive,3,Ease of use
"""Reminders are a premium feature""",reminders are a premium feature,Negative,4,Reminders & notifications
"Whuup, sorry, need to pay for unlimited daily task. Nope",whuup sorry need to pay for unlimited daily task nope,Negative,1,Premium / paywall friction
"It seems nice and simple, it has proper instructions! However there's no option to save it to SD card, and I need the space on my phone, so I'm likely going to have to delete it.",it seems nice and simple it has proper instructions however there s no option to save it to sd card and i need the space on my phone so i m likely going to have to delete it,Neutral,3,Ease of use
"In daily tasks, if i tap once on yesterday, it becomes tomorrow. Where is today?",in daily tasks if i tap once on yesterday it becomes tomorrow where is today,Negative,0,Task management
This app automatically downloaded when i did not ask for it. Very intrusive.,this app automatically downloaded when i did not ask for it very intrusive,Negative,7,App stability & updates
"So far, very easy and intuitive to use!",so far very easy and intuitive to use,Positive,3,Ease of use
"The images with quotes wont change, good app tho",the images with quotes wont change good app tho,Positive,7,App stability & updates
"This app was fine for years and then became extremely laggy. It also started duplicating weekly tasks to the point that I would have to delete five or six versions of a task in order to return it to one weekly. Often the delete or complete options have to be used multiple times on the same task before it actually disappears. I have basically stopped using it except as a calendar, but it's so slow it's not even efficient to be used for that.",this app was fine for years and then became extremely laggy it also started duplicating weekly tasks to the point that i would have to delete five or six versions of a task in order to return it to one weekly often the delete or complete options have to be used multiple times on the same task before it actually disappears i have basically stopped using it except as a calendar but it s so slow it s not even efficient to be used for that,Negative,8,General task/app praise
Error code 600 when I try to insert a friend code,error code when i try to insert a friend code,Negative,9,Sync & login issues
Apps been broken from the moment I download need fixing,apps been broken from the moment i download need fixing,Negative,9,Sync & login issues
Hello. The app keeps disappearing from my notifications. I already allowed notification access and persistent notification on my settings. I also whitelisted the app on my battery saver but it still doesn't work. Help please 🙏,hello the app keeps disappearing from my notifications i already allowed notification access and persistent notification on my settings i also whitelisted the app on my battery saver but it still doesn t work help please,Negative,4,Reminders & notifications
Major issues need all email so I can send you pics pixel 2xl,major issues need all email so i can send you pics pixel xl,Negative,9,Sync & login issues
Terrible. I've missed so many reminders despite adding it to unmonitored apps and not being on power saver. I give up.,terrible i ve missed so many reminders despite adding it to unmonitored apps and not being on power saver i give up,Negative,4,Reminders & notifications
It was terrible. I couldn't even sign up. It keeps glitching!😒,it was terrible i couldn t even sign up it keeps glitching,Negative,9,Sync & login issues
Like the look but it messes up straight away. Instead of saving an entry the app cashed and deleted it instead. Don't get!!,like the look but it messes up straight away instead of saving an entry the app cashed and deleted it instead don t get,Negative,7,App stability & updates
I really like this app. But I stopped using it because it's too hard to type out my entire routine on the app. I wish it was windows compatible.,i really like this app but i stopped using it because it s too hard to type out my entire routine on the app i wish it was windows compatible,Neutral,2,General positive
JUST works with Google calendar. Can't use it without it! Uninstalled,just works with google calendar can t use it without it uninstalled,Negative,10,Calendar integration
I had to switch from Wunderlist and one of the most important features no longer exists..the ability to duplicate a list. I have a couple long lists with sub tasks that needs to be replicated on a regular basis so this is a deal breaker for me.,i had to switch from wunderlist and one of the most important features no longer exists the ability to duplicate a list i have a couple long lists with sub tasks that needs to be replicated on a regular basis so this is a deal breaker for me,Negative,0,Task management
It's a great app,it s a great app,Positive,2,General positive
"I like the app, very helpful for lots of things, however I've lost my account twice. I've had to uninstall it and recreate my account. Very good otherwise tho",i like the app very helpful for lots of things however i ve lost my account twice i ve had to uninstall it and recreate my account very good otherwise tho,Positive,2,General positive
Best GUI with few bugs,best gui with few bugs,Neutral,3,Ease of use
"It is awesome app..but if it would contain the 'PAUSE' button..it would be more meaningful, as when one need to attend something in between the activity..he can't give up the tree. Moreover it leads to false analysis of focussed hours.",it is awesome app but if it would contain the pause button it would be more meaningful as when one need to attend something in between the activity he can t give up the tree moreover it leads to false analysis of focussed hours,Negative,8,General task/app praise
do not for showing or refund&refuse about my persional privacy.,do not for showing or refund refuse about my persional privacy,Negative,1,Premium / paywall friction
"I've used this calendar app for many many years, and loved it. Now suddenly the ads stop me from finishing my tasks, and I have to wait for the X to appear. That's fine for games, but this is a serious app I use when booking and planning life and I don't need it to interrupt my thought process as that causes me to lose focus and forget things, which is exactly why I need a reliable calendar app.",i ve used this calendar app for many many years and loved it now suddenly the ads stop me from finishing my tasks and i have to wait for the x to appear that s fine for games but this is a serious app i use when booking and planning life and i don t need it to interrupt my thought process as that causes me to lose focus and forget things which is exactly why i need a reliable calendar app,Negative,10,Calendar integration
Key functionalities of the app are hidden behind a subscription of $6.50 per month with the best deal. Simply shameless.,key functionalities of the app are hidden behind a subscription of per month with the best deal simply shameless,Negative,1,Premium / paywall friction
Features available in many apps for free are paid here...,features available in many apps for free are paid here,Neutral,1,Premium / paywall friction
"I like the concept because I've been trying to gamify my free time for a while, assigning a predifined score to each habit practiced the most during every hour, and all I wanted was the positive and the negative habits to affect the same progress bar, with the possibility to keep track of a daily score, with a possibly negative value. It's a damn shame but this aint for me. I wish it was more customisable",i like the concept because i ve been trying to gamify my free time for a while assigning a predifined score to each habit practiced the most during every hour and all i wanted was the positive and the negative habits to affect the same progress bar with the possibility to keep track of a daily score with a possibly negative value it s a damn shame but this aint for me i wish it was more customisable,Negative,5,Habit tracking
Notification and alarm will automatically turn on even if i have turned off before,notification and alarm will automatically turn on even if i have turned off before,Neutral,4,Reminders & notifications
"This is such a great app. Unfortunately, i am planning to move to iPhone and this is not available on the App Store. Really breaks my heart.",this is such a great app unfortunately i am planning to move to iphone and this is not available on the app store really breaks my heart,Positive,2,General positive
Very helpful app and easy to use!!!,very helpful app and easy to use,Positive,2,General positive
So motivating! Wonderful app,so motivating wonderful app,Positive,8,General task/app praise
"Like it a lot, very useful with shared lists. Would also be nice to have the option to be able to schedule tasks on a calendar for cross-reference.",like it a lot very useful with shared lists would also be nice to have the option to be able to schedule tasks on a calendar for cross reference,Positive,10,Calendar integration
I like this,i like this,Positive,3,Ease of use
2012 REVIEW: Been looking for a simple to do app with drag and drop and this is the best.,review been looking for a simple to do app with drag and drop and this is the best,Positive,2,General positive
Ok but doesn't feel too user friendly and kinda weird that the calendar is behind a paywall,ok but doesn t feel too user friendly and kinda weird that the calendar is behind a paywall,Neutral,10,Calendar integration
So good for students,so good for students,Positive,3,Ease of use
Didn't like,didn t like,Neutral,3,Ease of use
"The app crashes when there are less than 2 characteristics of the Hero. I like customizing, so at first I deleted all presets to replace them with my own, but if I delete all characteristics and then try to add 1 new characteristic the app crashes and the only way to get it to work again is to clear all the data and start the app from scratch.",the app crashes when there are less than characteristics of the hero i like customizing so at first i deleted all presets to replace them with my own but if i delete all characteristics and then try to add new characteristic the app crashes and the only way to get it to work again is to clear all the data and start the app from scratch,Neutral,9,Sync & login issues
"Needs to be more user friendly , looked for a set reminder but could not find one , too many options for me .",needs to be more user friendly looked for a set reminder but could not find one too many options for me,Negative,4,Reminders & notifications
Update made it working again... Hats off to the hard working Devs... Eager to try it....!!!👍,update made it working again hats off to the hard working devs eager to try it,Positive,9,Sync & login issues
"Used to like this app, even if wasn't the smoothest. Some remarks about the new update: 1️⃣ Removed colors. I had a color-coding scheme and now it's all gone. Will they do the same in a few months when I have a tag system? 2️⃣ UI is sleeker, but still has amateurish mistakes. Eg. tags are more prominent than task name in Schedule view! 3️⃣ Adding an event when I'm in Schedule takes me to Events/Blocks page, which means I have to tap Schedule and scroll back to where I was when adding multiple.",used to like this app even if wasn t the smoothest some remarks about the new update removed colors i had a color coding scheme and now it s all gone will they do the same in a few months when i have a tag system ui is sleeker but still has amateurish mistakes eg tags are more prominent than task name in schedule view adding an event when i m in schedule takes me to events blocks page which means i have to tap schedule and scroll back to where i was when adding multiple,Neutral,0,Task management
Don't like the new changes.,don t like the new changes,Negative,3,Ease of use
very nice app. i frequently used it since 2014. until now.,very nice app i frequently used it since until now,Positive,2,General positive
Does this app have auto sync with Google account?,does this app have auto sync with google account,Positive,7,App stability & updates
Helped me a lot,helped me a lot,Positive,3,Ease of use
"Exactly what I was looking for, and love how user friendly it is!",exactly what i was looking for and love how user friendly it is,Positive,3,Ease of use
"This app is great! I've only had it for a few days, and I'm addicted! It's so fun and helps to get rid of habits and create new ones, it helps me get things done. It's so cool! I love the fact that if you want something, you've got to earn it, and it makes you feel good about completing tasks! It doesn't always tell you to rate the app and/or share it which is another plus. 11/10, I do recommend!",this app is great i ve only had it for a few days and i m addicted it s so fun and helps to get rid of habits and create new ones it helps me get things done it s so cool i love the fact that if you want something you ve got to earn it and it makes you feel good about completing tasks it doesn t always tell you to rate the app and or share it which is another plus i do recommend,Positive,8,General task/app praise
"I really really love this app. The gamifying is really good. And I especially love the guilds with various creative monthly challenges. Another pro is that most people don't spend too much time chatting. The chatting is limited to a healthy amount (cuz ppl r busy with tasks) and it is still social enough to provide enough encouragement, sharing of thoughts and pointless banter to take ur mind off stressful stuff .",i really really love this app the gamifying is really good and i especially love the guilds with various creative monthly challenges another pro is that most people don t spend too much time chatting the chatting is limited to a healthy amount cuz ppl r busy with tasks and it is still social enough to provide enough encouragement sharing of thoughts and pointless banter to take ur mind off stressful stuff,Positive,8,General task/app praise
Really enjoy using this app. The only problem for me is that it doesn't tell you when the time ends so I continue doing what I'm doing until I realize it's time to stop.,really enjoy using this app the only problem for me is that it doesn t tell you when the time ends so i continue doing what i m doing until i realize it s time to stop,Positive,8,General task/app praise
This app wouldn't up date my schedule. Only some postings would transfer to my employees phones and i couldn't be positive something actually worked unless I checked to make sure twice. I even bought the pro version. Not happy.,this app wouldn t up date my schedule only some postings would transfer to my employees phones and i couldn t be positive something actually worked unless i checked to make sure twice i even bought the pro version not happy,Negative,7,App stability & updates
It's good but wish Google assistant would add to it,it s good but wish google assistant would add to it,Positive,2,General positive
En general la app esta muy bien pero depronto me dejo de funcionar y no importaba cuantas veces la instalara me aparecia lo mismo😐,en general la app esta muy bien pero depronto me dejo de funcionar y no importaba cuantas veces la instalara me aparecia lo mismo,Neutral,7,App stability & updates
Great way to hold yourself accountable for setting goals,great way to hold yourself accountable for setting goals,Positive,5,Habit tracking
I just need notification  tone more than these and much more long,i just need notification tone more than these and much more long,Positive,4,Reminders & notifications
I love this app but the widget doesn't work most times which is very annoying,i love this app but the widget doesn t work most times which is very annoying,Neutral,11,Widget issues
"Uninstalled. I want a simple reminder app that will put a daily notification in my notification bar, every single day. Nothing else. No other features. But this is so bloated with features, it's impossible to know if it might do this or not.",uninstalled i want a simple reminder app that will put a daily notification in my notification bar every single day nothing else no other features but this is so bloated with features it s impossible to know if it might do this or not,Negative,4,Reminders & notifications
Excellent app to build habits.,excellent app to build habits,Positive,8,General task/app praise
"Awesome app. Better than THINGS, Todoledo and others. Loving it.",awesome app better than things todoledo and others loving it,Positive,2,General positive
"Really a fun and somewhat complex habit tracker to have. Recommendation : you could include some fantasy quests and creatures and some kind of algorithm that uses the skills I made to be used in finishing the quests and fighting creatures, maybe like dice roll mechanics. Would be fun to see your skill in use, cos just building them up isn't enough. Good job, add this quest system and its a complete app. Also app generated loot too...",really a fun and somewhat complex habit tracker to have recommendation you could include some fantasy quests and creatures and some kind of algorithm that uses the skills i made to be used in finishing the quests and fighting creatures maybe like dice roll mechanics would be fun to see your skill in use cos just building them up isn t enough good job add this quest system and its a complete app also app generated loot too,Positive,5,Habit tracking
Good stuff. Helped me realise what a stupid slacker i am. Brb gonna go jump off a cliff now,good stuff helped me realise what a stupid slacker i am brb gonna go jump off a cliff now,Positive,3,Ease of use
kicks me out of the game instantly. Not for me.,kicks me out of the game instantly not for me,Negative,3,Ease of use
"No, I don't want to try SleepTown. Yes, I'm sure I don't want to try SleepTown town. Yes, I'm absolutely sure I don't want to try SleepTown. Please stop asking that often. Thanks.",no i don t want to try sleeptown yes i m sure i don t want to try sleeptown town yes i m absolutely sure i don t want to try sleeptown please stop asking that often thanks,Neutral,3,Ease of use
"I love this app but the sync stoped working. If I write list items on my phone (oneplus 6 - android 10) and after I open my desktop (win10) client than my phone sync to my pc. This leads that all my notes dissapire. I am coming from google notes, there the sync is nearly instantly, back and forth. I love to see this core function to be fixed as many others noted earlier. I also ""locked"" the app in the backgound tasks, and reinstalled. No succes for me. I will give 5* if this problem is solved.",i love this app but the sync stoped working if i write list items on my phone oneplus android and after i open my desktop win client than my phone sync to my pc this leads that all my notes dissapire i am coming from google notes there the sync is nearly instantly back and forth i love to see this core function to be fixed as many others noted earlier i also locked the app in the backgound tasks and reinstalled no succes for me i will give if this problem is solved,Negative,9,Sync & login issues
"When I need it, which is rare z comes in handy ..",when i need it which is rare z comes in handy,Neutral,3,Ease of use
I wish this app allowed me to adjust what habit I want in any order I want. It lets me organize my abc order or time but not the way I need it. Also wish the conpleted habit or task would disaapear after I complete each day. It either stays where it is or goes to bottom. Other than these I like it.,i wish this app allowed me to adjust what habit i want in any order i want it lets me organize my abc order or time but not the way i need it also wish the conpleted habit or task would disaapear after i complete each day it either stays where it is or goes to bottom other than these i like it,Positive,5,Habit tracking
"The app is amazing ! Really useful and keep you focus at your work. It would be more amazing if after planting a real tree, you would obtain a picture and the location of your tree! Take it into consideration plsss",the app is amazing really useful and keep you focus at your work it would be more amazing if after planting a real tree you would obtain a picture and the location of your tree take it into consideration plsss,Positive,2,General positive
New update causing app to freeze. Pls correct it immediately.,new update causing app to freeze pls correct it immediately,Negative,9,Sync & login issues
"I enjoyed using this app for over the past 2 years to improve my life, even if it was by a little bit. The community is kind and friendly. But I think it would be better if you could filter out what type of guild you want to join. I don't want to spend too much time scrolling down just to find the right guild.",i enjoyed using this app for over the past years to improve my life even if it was by a little bit the community is kind and friendly but i think it would be better if you could filter out what type of guild you want to join i don t want to spend too much time scrolling down just to find the right guild,Positive,7,App stability & updates
"Tried adding some Zapier combinations, but whenever I need to log into something through App's Zapier, it fails. Only works if done outside the app, and outside Any.do. Also it would be a great improvement if the calendar widget would show reminders/tasks as dot too.",tried adding some zapier combinations but whenever i need to log into something through app s zapier it fails only works if done outside the app and outside any do also it would be a great improvement if the calendar widget would show reminders tasks as dot too,Positive,10,Calendar integration
"I love this app, but the widgets aren't working at all. I'm stuck on yesterday, and neither the month nor the day widget arrows work. Please fix! It's really frustrating and troublesome since I rely on planner a lot.",i love this app but the widgets aren t working at all i m stuck on yesterday and neither the month nor the day widget arrows work please fix it s really frustrating and troublesome since i rely on planner a lot,Negative,11,Widget issues
Crashes on android 4.4 (miui 9),crashes on android miui,Negative,9,Sync & login issues
